1.0000000000 0.0010500000
0.9974937343 0.0017594296
0.9949874687 0.0024662097
0.9924812030 0.0031703449
0.9899749373 0.0038718401
0.9874686717 0.0045706998
0.9849624060 0.0052669288
0.9824561404 0.0059605316
0.9799498747 0.0066515128
0.9774436090 0.0073398767
0.9749373434 0.0080256279
0.9724310777 0.0087087706
0.9699248120 0.0093893092
0.9674185464 0.0100672480
0.9649122807 0.0107425911
0.9624060150 0.0114153426
0.9598997494 0.0120855068
0.9573934837 0.0127530875
0.9548872180 0.0134180889
0.9523809524 0.0140805147
0.9498746867 0.0147403689
0.9473684211 0.0153976553
0.9448621554 0.0160523777
0.9423558897 0.0167045398
0.9398496241 0.0173541451
0.9373433584 0.0180011974
0.9348370927 0.0186457002
0.9323308271 0.0192876569
0.9298245614 0.0199270710
0.9273182957 0.0205639459
0.9248120301 0.0211982848
0.9223057644 0.0218300911
0.9197994987 0.0224593680
0.9172932331 0.0230861186
0.9147869674 0.0237103460
0.9122807018 0.0243320533
0.9097744361 0.0249512435
0.9072681704 0.0255679195
0.9047619048 0.0261820841
0.9022556391 0.0267937403
0.8997493734 0.0274028907
0.8972431078 0.0280095382
0.8947368421 0.0286136852
0.8922305764 0.0292153345
0.8897243108 0.0298144886
0.8872180451 0.0304111500
0.8847117794 0.0310053210
0.8822055138 0.0315970042
0.8796992481 0.0321862017
0.8771929825 0.0327729159
0.8746867168 0.0333571490
0.8721804511 0.0339389031
0.8696741855 0.0345181803
0.8671679198 0.0350949826
0.8646616541 0.0356693120
0.8621553885 0.0362411705
0.8596491228 0.0368105599
0.8571428571 0.0373774820
0.8546365915 0.0379419385
0.8521303258 0.0385039312
0.8496240602 0.0390634617
0.8471177945 0.0396205315
0.8446115288 0.0401751422
0.8421052632 0.0407272953
0.8395989975 0.0412769921
0.8370927318 0.0418242339
0.8345864662 0.0423690221
0.8320802005 0.0429113580
0.8295739348 0.0434512426
0.8270676692 0.0439886770
0.8245614035 0.0445236624
0.8220551378 0.0450561998
0.8195488722 0.0455862899
0.8170426065 0.0461139338
0.8145363409 0.0466391323
0.8120300752 0.0471618861
0.8095238095 0.0476821958
0.8070175439 0.0482000623
0.8045112782 0.0487154859
0.8020050125 0.0492284673
0.7994987469 0.0497390069
0.7969924812 0.0502471051
0.7944862155 0.0507527622
0.7919799499 0.0512559786
0.7894736842 0.0517567543
0.7869674185 0.0522550897
0.7844611529 0.0527509848
0.7819548872 0.0532444397
0.7794486216 0.0537354542
0.7769423559 0.0542240284
0.7744360902 0.0547101620
0.7719298246 0.0551938549
0.7694235589 0.0556751069
0.7669172932 0.0561539175
0.7644110276 0.0566302863
0.7619047619 0.0571042131
0.7593984962 0.0575756971
0.7568922306 0.0580447378
0.7543859649 0.0585113347
0.7518796992 0.0589754869
0.7493734336 0.0594371938
0.7468671679 0.0598964544
0.7443609023 0.0603532680
0.7418546366 0.0608076335
0.7393483709 0.0612595499
0.7368421053 0.0617090162
0.7343358396 0.0621560312
0.7318295739 0.0626005936
0.7293233083 0.0630427023
0.7268170426 0.0634823558
0.7243107769 0.0639195528
0.7218045113 0.0643542918
0.7192982456 0.0647865713
0.7167919799 0.0652163896
0.7142857143 0.0656437452
0.7117794486 0.0660686362
0.7092731830 0.0664910608
0.7067669173 0.0669110173
0.7042606516 0.0673285037
0.7017543860 0.0677435180
0.6992481203 0.0681560581
0.6967418546 0.0685661218
0.6942355890 0.0689737071
0.6917293233 0.0693788116
0.6892230576 0.0697814331
0.6867167920 0.0701815690
0.6842105263 0.0705792170
0.6817042607 0.0709743744
0.6791979950 0.0713670388
0.6766917293 0.0717572074
0.6741854637 0.0721448775
0.6716791980 0.0725300462
0.6691729323 0.0729127107
0.6666666667 0.0732928681
0.6641604010 0.0736705152
0.6616541353 0.0740456491
0.6591478697 0.0744182665
0.6566416040 0.0747883642
0.6541353383 0.0751559389
0.6516290727 0.0755209873
0.6491228070 0.0758835058
0.6466165414 0.0762434909
0.6441102757 0.0766009391
